X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12
6.655008134293094e-7,6.65253055360096e-4,0.014910540715710963,0.1928968196618864,0.07046765236912089,0.1203865925179264,6.193281676615259e-4,0.03755544085600537,8.028426526200949e-4,0.026913951153218568,3.241784391674385e-4,2.620236560160194e-5
2.066147353802743e-8,9.516632902809574e-4,0.013173459720865522,6.600976593339927e-4,3.057382676105336e-4,1.2038252246260317e-4,1.513804414094433e-4,1.1858772247595276e-4,1.8874774253174742e-4,8.104590842994419e-6,5.025844225170495e-5,4.976028801895183e-6
1.2496559766539406e-5,0.05717253443832123,0.014427738312659644,0.07753477026890232,0.00561633934886007,0.0191810360030132,0.009894103055935233,0.0012042990701477407,0.003848075588013494,7.134712907164712e-4,6.013856039071896e-4,2.8283560306852085e-4
1.675896472114191e-6,0.002108597799168943,0.05502734091223305,0.23755379613513009,0.0017188134004321176,0.0027604244430751157,0.00833746776415667,4.7421683540516124e-4,6.248958774414856e-4,4.808349166105508e-4,1.2689236461227438e-4,2.828892168847114e-5
1.0453939243528179e-7,6.619155033744661e-4,0.0027582383674332744,0.015022426275631325,0.08566702900346079,0.0038593469176151363,0.001221612760286206,0.003340007903036679,1.1276502022348072e-4,2.1678969456497831e-4,7.40235093825703e-5,1.1579410926298994e-4
1.628611055126683e-6,0.0011360887973021483,0.007825384859045685,0.9996115108393899,0.13388301227753552,0.089180054701542,0.021557434069664202,0.07315416057242487,0.12877679903964367,0.0038957386924325216,0.019903947977025105,0.00716975021084576
2.4932555666712375e-6,0.013483257379749857,0.08871017920327762,0.00800047618712758,0.043318661126041026,0.008416054817061425,0.0107284400646188,0.032560476468443775,0.003644720160025816,0.0029048691655334524,1.4425695865378152e-4,8.602791815470745e-6
1.7341668573367386e-5,0.0015253386583810036,0.003907571100000284,3.176009800103241e-4,1.5014728219749332e-4,2.520565013586218e-5,6.0874909183827874e-5,8.819241299290459e-5,7.3728603358858e-5,1.3596762460350577e-5,7.8167627339365e-5,8.742548540552342e-7
2.8595006230647257e-6,1.9858050671765307e-4,0.03477165059561016,0.015162764183407623,0.0011327137184030031,0.0036331964062430444,0.004626035489471538,8.615334019996503e-4,5.054247867566565e-4,2.900663222176509e-5,9.299971625242875e-6,1.6805569356947025e-6
2.7931468721460985e-6,0.006304855170226831,0.016608565970135093,0.0012940147927538498,5.767736337509855e-4,1.9521609004635732e-4,0.0037407006441950497,0.0039205660760359695,1.4523126834829295e-4,6.283630270349347e-4,9.545336869567488e-5,3.889060568287306e-5
3.98430632039418e-6,2.823580968516204e-4,0.01652038455744809,0.07959500086525628,0.09122548099779848,0.011191975718392186,0.014578910015130186,0.030097676792714356,0.059431719432265585,0.010210424934436479,0.0025287687403175,3.6421838837696896e-4
1.1892536990445363e-5,0.005974214004049405,0.014902379823558798,0.007685377846419428,0.005654870472452512,6.289272091586223e-4,8.576185508774652e-5,7.644064634751192e-5,6.969875180111848e-5,8.055847081566292e-6,1.3326127646864288e-5,7.307760193187018e-5
1.4430753425553888e-7,4.2884862470934004e-5,4.5519664425411994e-4,5.795775589398922e-4,0.01538567979626817,0.006117481642251632,2.3732070452240123e-4,0.0021844672536119694,8.381825692740622e-4,4.1917857914042234e-4,8.381657393880414e-5,1.2840822165964657e-5
3.838558448876484e-9,1.2262914242944234e-6,4.277146674651344e-5,0.0010634643758682001,5.879277246118935e-5,5.6610505575260817e-05,1.0054448287476356e-4,2.3640143796632707e-5,4.292969195462959e-6,9.004317420291397e-7,1.242228671602705e-5,3.569667993597037e-6
9.856290555973317e-5,0.06684584082903144,0.05563316071098734,0.5125959509320294,0.043663421034889426,0.015624537938774608,9.46602767470179e-4,0.001364939335016857,0.0015332928870935968,4.942416386544135e-5,0.0014093798797353285,1.4014619344657753e-4
1.2945269101116708e-7,2.932090056566583e-4,0.001497908230059735,0.0028406397383361256,0.0033175883007998197,2.2535102325625696e-4,3.1581101060562666e-4,0.0018943427401568488,1.026582229279982e-4,7.933389761448516e-6,7.000252527682438e-5,1.037845523755977e-6
0.027821734764133188,0.0551233081405466,0.07278042389273379,0.035172513460077916,0.01848377806346102,6.623944872215625e-4,4.382905044161278e-4,6.79565895954142e-5,8.57199618620054e-5,1.3834782645933135e-4,0.001464150160974509,2.8561284985211585e-4
1.8290806546158073e-5,0.008035837157568022,0.7434179074036141,0.005799263501454761,0.028932653038606187,0.01108372700869398,0.16409934824945216,0.003654692113049897,2.1468337689234396e-4,0.024393472553008944,0.06673475183018873,0.0017871007778001266
4.1825303108206706e-5,0.008817096879530752,0.002976350444028923,0.08301952222064124,0.007939138734041784,0.014105036625532752,0.0032602112954408934,0.0019561756728818658,0.0037334969074469698,1.8146701542167052e-4,4.3681675180224733e-4,2.6771135445335936e-4
5.4514748404344e-7,0.001728132441279636,0.057409690746276644,0.03761464547414291,0.012951992305438139,8.555774170967423e-4,0.005658638147315509,0.0013376800140280573,3.050357009096727e-4,2.2608650270692997e-4,0.005779590949684055,8.675033097787214e-5
1.7060001977764472e-7,1.8278321842967908e-4,0.002240817690424525,7.978322779926333e-4,1.9620780445546226e-4,3.8028855089333735e-4,7.254796163936206e-4,4.8554667893885295e-5,7.064016750852017e-5,8.446468036271693e-5,6.537318845012408e-5,1.013241303077228e-5
5.654124905311562e-5,0.41079884345199025,0.3104446202444003,0.09028905199991522,0.03223227235513661,0.03851949203943244,0.02157801236275045,0.10370504129181513,0.011502111209120489,0.15132796070619736,0.026366148635971566,0.0039268157643126585
3.5133936742405025e-6,0.003243999571936247,0.016756501606009847,0.022637255519940558,0.002691300091998694,0.001671660974136957,0.0011860504938582335,0.0025727129627274863,0.003561587323472115,1.352129185426528e-4,3.454733047271213e-5,6.355700676736424e-6
1.7765412696491012e-8,1.0229246324041717e-6,5.868526784124223e-4,0.052496770550317234,0.006630984404948359,0.0028458793592345266,0.0032112896960787207,0.0012272213873091244,0.0029609909100927504,0.08631363307313888,1.6022272680826788e-4,9.859789203092717e-6
6.839212013546155e-6,0.010842754623070605,0.025405177211369145,0.04036921051111025,0.007220749330605602,0.03711218562295715,0.0036587069356405436,0.001416825343287055,7.166795805200151e-4,0.005139511179934719,3.1630380589009466e-4,2.1743447470834454e-4
0.004748543215884471,0.002030911111595421,0.007754535715499902,0.0024287641060403153,1.629172611957541e-4,0.002792688355785347,3.446460950393045e-4,6.170475990163737e-7,6.641832499654221e-6,6.545422984977963e-8,1.1155262724660275e-7,8.693557884686953e-8
2.738406094567658e-4,0.008734053427603153,0.1707554911418907,0.3521524161995151,0.14966336589497548,0.12202415441759484,0.1994649285525849,0.3924532033640751,0.07972523761025874,0.0785284674395812,0.08758101759865268,0.22434394854687756
9.338089149157902e-9,1.2957624522987505e-6,0.0014373906103689266,0.016788252912216417,0.018833114956721103,0.014555022366769324,0.007127963588041686,5.0791354626933405e-5,4.7349179615203106e-5,4.8000929674829607e-5,2.4111305549625594e-4,1.6864769778790478e-5
1.8644601673667438e-7,4.5618754339438183e-4,0.02719022391273286,0.015564388290522313,0.01044819173098166,0.01435873752197114,0.007884881207461683,0.0026264293786337767,7.095585571504914e-4,0.007296737623615823,0.001470931081007346,0.0011320113112636143
3.926697239236233e-7,1.2685783304596285e-4,0.13900897304121868,0.026873705851758297,0.003911586508266618,4.976366938166832e-4,0.003480713644760611,0.0013887597198402046,8.834261039403213e-5,1.3519351712443228e-4,5.081875203982733e-7,1.9643322923812434e-7
7.678956988055319e-8,1.094140197495097e-4,0.001240382839939246,2.0671801362620942e-4,4.947445382308922e-4,5.057685672058203e-4,0.002215001880235601,7.043424679809007e-5,0.001368641519040629,0.0012379541857983289,1.4891884295298308e-4,1.8676627059899253e-5
7.37064933420406e-7,6.461323055928503e-6,0.003924195136024489,0.08708944610555747,0.11860678657481882,0.004597590903382561,0.0034669102506232844,0.00793407262913648,0.0017566821379072506,0.0018637202749577364,7.258284761794986e-4,6.880737854809374e-5
5.204657704815929e-9,3.2408460099997427e-6,4.447111996892432e-4,0.011940659863572733,0.010586876881924372,0.022874372605941495,0.007213314469722175,0.006710536167702489,0.0017350235815886761,0.006450472569404046,0.0013253974332659403,9.82238193014337e-5
1.7987085392563123e-9,1.0371379810525383e-7,3.758321558622324e-5,4.850923614414141e-4,0.16685873951714636,0.18910682250150257,0.08506603478643178,0.004043562197067244,0.0014201928810355646,3.869237540665295e-4,3.250023162661986e-4,1.0381571223258557e-4
7.142964741654813e-8,4.249118770305316e-5,0.05186768070979117,0.02772986181985926,0.006870339118652239,0.004773215885139792,0.0019570114986022604,4.6899254895365846e-4,0.0010073831796770366,1.1254945246808035e-4,1.5649323507016533e-4,3.7960209615491475e-4
1.0632872621493816e-4,6.450125133429241e-4,0.06101216956962863,0.01519491263803896,2.908375274118802e-4,0.003425089093937128,6.329365509716181e-4,4.338788576085939e-5,2.3938157365865909e-4,0.001689604393753874,8.160121201930944e-5,6.663704260578829e-5
6.581809378625181e-7,0.0014474259301988275,4.6195991896413115e-4,0.0011697164178688766,4.680453589311351e-4,5.4423278859849766e-5,0.002600788607429294,6.002797639733216e-4,7.321725578124383e-5,4.713014500937751e-4,2.20287371041783e-4,1.2898898925375879e-5
6.409401871967615e-5,0.005458140815757462,0.0031158182617113026,1.8037240578328007e-4,0.0012300593129259824,6.0374639705984556e-5,1.8115350117065e-4,3.998914590098835e-5,5.060922286356795e-5,2.2753403570374697e-4,5.167012591698883e-6,2.1386314274174367e-5
8.025296138747251e-7,0.03365596801169124,0.0011801004663911652,0.0036653586492262804,6.644407597335583e-4,0.0029407118482596365,0.0016177131606066597,2.553539960940913e-4,1.2595041520624406e-4,6.005210583222009e-4,9.786295263947142e-5,1.8577315472523281e-4
1.1409463301914613e-5,0.004201076295709684,0.05274175754356847,4.0440284935649995e-4,0.00563710013629648,9.584701853464495e-4,6.354008022638608e-4,1.2498291251133073e-4,1.4452475531190334e-4,3.591499449276392e-5,1.7500131706846585e-6,3.5985654893433416e-8
5.532386432776093e-5,0.021012982980009018,0.0386178912316657,6.965396878617636e-4,2.2245380556151773e-4,8.187336934318834e-4,5.085097665436984e-4,2.482154313950202e-4,8.566173708802749e-4,1.4411487970025045e-4,8.807094367074326e-6,3.267495174328709e-5
2.663541771585897e-7,2.893835588807087e-7,8.356503771343528e-5,0.0021711632957412963,0.01170169438827297,0.09413808440175597,0.014376553977196093,0.005181319201581158,0.008989829375913829,0.06756356648690547,0.005635650118369053,0.014864294051916905
2.4038286956951094e-4,0.02243369999705463,0.7138637654877417,0.08488438575817578,0.5225300487095493,0.2237933321718976,0.09555651746974611,0.023364995555161264,0.0650334309290987,0.012477370630732352,0.00764633388125191,0.0021933226266053207
2.7249870203442412e-9,6.404189737905548e-9,4.2641317222953914e-7,1.9968093234595807e-5,7.024224464612372e-4,2.560986225439432e-4,7.104018368340854e-4,0.006067881555503418,0.010414553888804556,7.267474874793622e-4,3.4485819844062593e-4,7.33780845925458e-4
1.3007828157940438e-6,0.004412865109689412,0.22041433532588006,0.06722677460586923,0.024235089003930566,0.033495258351634756,0.031224341113267447,7.546066863522993e-4,7.180689764881842e-4,5.160531416570358e-4,1.0706208315813814e-4,1.75898575566576e-5
0.0029837028454974637,0.012014713028287558,0.017875053992257632,0.03632704163953637,0.11544232367121172,0.008416826924235668,0.0024752477804055317,0.0012405551669973924,0.0012228666545116007,1.3946363019857455e-4,5.472953174463224e-4,2.9630873358965637e-4
2.216743191507664e-7,4.401199781968535e-6,9.537220072078702e-4,0.03848422543360794,0.003112893304761605,0.016302666817539002,5.110516273999499e-4,3.6535777565027683e-4,0.008243783638718138,1.3421651937465186e-4,1.7838278506803243e-5,8.626049849869144e-5
3.870877387068816e-7,4.9467942574617695e-5,0.02882021935753476,0.019423563561528138,0.01789723480669181,0.008639386376381631,0.0015027333953470364,6.640904735659804e-4,1.19936870896431e-4,1.6262560677499885e-4,1.3608717159352413e-4,1.7272379760013834e-5
6.437901459322992e-4,0.10543423963790649,0.9657143699432287,0.1769652954247649,0.022027286655783018,0.08573709740802488,0.27345659317294424,0.0666234886992413,0.08718094147425026,0.014868455832542482,0.009599104299718997,0.00696732443642862
2.9259054007811896e-6,0.0027007338298229433,0.002861340971210845,0.0024051989716047245,4.4454619550314604e-4,0.0018841831858357316,1.0453166690438387e-4,8.526023652194921e-4,4.421080288257347e-4,5.449433658994656e-5,3.980900829614331e-4,1.0114960031448739e-5
3.1428501875821957e-6,8.156112749063971e-4,0.0024711477652225207,0.0140516678490966,0.0049576648103296875,0.027014302265532253,0.0013156564733936688,3.741039739864246e-4,1.548762696812478e-5,6.234193972468974e-6,1.654529208039435e-6,5.3865658711238495e-8
5.1696637526355005e-8,1.8330151347036028e-5,0.02232426749878978,9.268697625275379e-4,0.0039993212852730275,8.103803889328853e-4,3.8435608548085187e-4,3.7316316796098814e-4,4.005380244425094e-4,1.021665237213587e-4,2.860442030189279e-5,3.2356123364385425e-5
5.779733791566599e-8,3.968879243698709e-6,7.925768075654902e-4,0.004427291512997478,0.005438215350849651,0.0026491857478217334,0.001166273340746144,2.4729292881658926e-4,2.4485277949937156e-4,3.1771113783312917e-4,1.5681633385108049e-4,6.73635449808252e-5
5.261010204149486e-7,3.982374675642886e-5,0.0010937548991228924,0.001936012993996217,0.0010427467074884678,8.251284596505482e-5,3.811210800229482e-6,4.298577255923419e-6,7.909999793276334e-6,6.348731163896561e-7,9.821291568284312e-7,2.9635328477690776e-7
4.336064718390986e-8,2.5974012059504226e-5,0.025363639400282856,0.07314597870096899,0.0046404220662408825,0.01306425295550484,0.001324412311850443,7.19597446597775e-4,2.631881934741879e-4,4.561929448979596e-4,1.043167796346581e-4,8.121402061952998e-6
6.28010805872603e-7,2.62836976538982e-5,0.012090873008942996,0.3158931043912352,0.003747615030297758,6.974775475767636e-4,0.0024064119415090346,7.31921614363393e-4,0.0010501476617627015,2.7888815269864564e-4,0.0013508854484581834,9.755713315054981e-4
4.1468099102696484e-8,1.5864216924309762e-6,1.4673472815907852e-5,0.01936616003111602,0.025829088631127338,0.04356911171615356,0.014519477167165222,0.004923551863510678,0.0042313501344337645,0.005880342393888016,1.0528651094332542e-4,7.079941081666447e-5
5.569310263802141e-4,0.05906817991641011,0.005703231566615341,0.0744310850278552,0.042947032709129834,0.0029920508080277046,0.008902327714671476,2.058872622913155e-4,9.624730253723526e-4,3.369058952145914e-4,1.0951746929283528e-4,2.467004558834615e-6
3.866845544955311e-5,0.0016573053089281972,0.0016445145655504811,0.002422425822117602,2.6032037058372346e-4,2.7374209418941744e-5,2.145047016011148e-6,4.998632786859525e-5,3.7876604275233205e-06,6.500387947424738e-6,1.64581523243168e-6,1.1447578414092163e-6
8.850032989823897e-5,0.0014982283469989754,0.08478077096752079,0.10426981039982171,0.025499242584998243,0.011796380107931048,0.07149635471531801,0.01889809553789039,0.005257982739517497,0.0024737505114976353,2.9623986594597975e-4,0.0010488729301684208
